n-gram,count
"('written', 'technical', 'terms')",1
"('technical', 'terms', 'formal')",1
"('terms', 'formal', 'writing')",1
"('formal', 'writing', 'robotic')",1
"('writing', 'robotic', 'justified')",1
"('robotic', 'justified', 'briefly')",1
"('justified', 'briefly', 'personalised')",1
"('briefly', 'personalised', 'use')",1
"('personalised', 'use', 'pronouns')",1
"('use', 'pronouns', 'wording')",1
"('pronouns', 'wording', 'contentious')",1
"('wording', 'contentious', 'issue')",1
"('contentious', 'issue', 'eliciting')",1
"('issue', 'eliciting', 'myriad')",1
"('eliciting', 'myriad', 'flow')",1
"('myriad', 'flow', 'natural')",1
"('flow', 'natural', 'language')",1
"('natural', 'language', 'oral')",1
"('language', 'oral', 'sentence')",1
"('oral', 'sentence', 'leaning')",1
"('sentence', 'leaning', 'ai')",1
"('leaning', 'ai', 'generated')",1
"('ai', 'generated', 'flow')",1
"('generated', 'flow', 'sentences')",1
"('flow', 'sentences', 'works')",1
"('sentences', 'works', 'read')",1
"('works', 'read', 'work')",1
"('read', 'work', 'orally')",1
"('work', 'orally', 'spoken')",1
"('orally', 'spoken', 'layout')",1
"('spoken', 'layout', 'information')",1
"('layout', 'information', 'chronological')",1
"('information', 'chronological', 'relevant')",1
"('chronological', 'relevant', 'words')",1
"('relevant', 'words', 'unnecessary')",1
"('words', 'unnecessary', 'complicated')",1
"('unnecessary', 'complicated', 'sentence')",1
"('complicated', 'sentence', 'balanced')",1
"('sentence', 'balanced', 'jump')",1
"('balanced', 'jump', 'conclusions')",1
"('jump', 'conclusions', 'initial')",1
"('conclusions', 'initial', 'point')",1
"('initial', 'point', 'evaluation')",1
"('point', 'evaluation', 'follows')",1
"('evaluation', 'follows', 'aligns')",1
"('follows', 'aligns', 'typical')",1
"('aligns', 'typical', 'human')",1
"('typical', 'human', 'thinking')",1
"('human', 'thinking', 'thought')",1
"('thinking', 'thought', 'human')",1
"('thought', 'human', 'like')",1
"('like', 'second', 'sounds')",1
"('second', 'sounds', 'human')",1
"('sounds', 'human', 'use')",1
"('human', 'use', 'meaningful')",1
"('use', 'meaningful', 'words')",1
"('meaningful', 'words', 'explain')",1
"('words', 'explain', 'concept')",1
"('explain', 'concept', 'fairly')",1
"('concept', 'fairly', 'quickly')",1
"('fairly', 'quickly', 'contains')",1
"('quickly', 'contains', 'lot')",1
"('contains', 'lot', 'overly')",1
"('lot', 'overly', 'complicated')",1
"('overly', 'complicated', 'words')",1
"('complicated', 'words', 'uses')",1
"('words', 'uses', 'words')",1
"('uses', 'words', 'order')",1
"('words', 'order', 'explain')",1
"('order', 'explain', 'concept')",1
"('explain', 'concept', 'sounds')",1
"('concept', 'sounds', 'human')",1
"('human', 'like', 'flows')",1
"('like', 'flows', 'like')",1
"('flows', 'like', 'natural')",1
"('like', 'natural', 'story')",1
"('natural', 'story', 'introduction')",1
"('story', 'introduction', 'descriptive')",1
"('introduction', 'descriptive', 'language')",1
"('descriptive', 'language', 'gentle')",1
"('language', 'gentle', 'buildup')",1
"('gentle', 'buildup', 'intrigue')",1
"('buildup', 'intrigue', 'feels')",1
"('intrigue', 'feels', 'like')",1
"('feels', 'like', 'casually')",1
"('like', 'casually', 'telling')",1
"('casually', 'telling', 'story')",1
"('telling', 'story', 'summarising')",1
"('story', 'summarising', 'film')",1
"('summarising', 'film', 'plot')",1
"('film', 'plot', 'contrast')",1
"('plot', 'contrast', 'reads')",1
"('contrast', 'reads', 'like')",1
"('reads', 'like', 'rough')",1
"('like', 'rough', 'draft')",1
"('rough', 'draft', 'bullet')",1
"('draft', 'bullet', 'point')",1
"('bullet', 'point', 'summary')",1
"('point', 'summary', 'choppy')",1
"('summary', 'choppy', 'inconsistent')",1
"('choppy', 'inconsistent', 'formatting')",1
"('inconsistent', 'formatting', 'e.g.')",1
"('formatting', 'e.g.', 'morie')",1
"('e.g.', 'morie', 'title')",1
"('morie', 'title', 'lacks')",1
"('title', 'lacks', 'emotional')",1
"('lacks', 'emotional', 'tone')",1
"('emotional', 'tone', 'smooth')",1
"('tone', 'smooth', 'transitions')",1
"('smooth', 'transitions', 'sounds')",1
"('transitions', 'sounds', 'human')",1
"('human', 'like', 'conversational')",1
"('like', 'conversational', 'tone')",1
"('conversational', 'tone', 'feels')",1
"('tone', 'feels', 'like')",1
"('feels', 'like', 'actively')",1
"('like', 'actively', 'thinking')",1
"('actively', 'thinking', 'rousseau')",1
"('thinking', 'rousseau', 'ideas')",1
"('rousseau', 'ideas', 'phrases')",1
"('ideas', 'phrases', 'like')",1
"('phrases', 'like', 'huge')",1
"('like', 'huge', 'significance')",1
"('huge', 'significance', 'importantly')",1
"('significance', 'importantly', 'mirror')",1
"('importantly', 'mirror', 'natural')",1
"('mirror', 'natural', 'speech')",1
"('natural', 'speech', 'patterns')",1
"('speech', 'patterns', 'essay')",1
"('patterns', 'essay', 'introduction')",1
"('essay', 'introduction', 'sounds')",1
"('introduction', 'sounds', 'like')",1
"('written', 'human', 'second')",1
"('human', 'second', 'sentence')",1
"('second', 'sentence', 'presenting')",1
"('sentence', 'presenting', 'reasonable')",1
"('presenting', 'reasonable', 'conclusion')",1
"('reasonable', 'conclusion', 'reads')",1
"('conclusion', 'reads', 'definitely')",1
"('reads', 'definitely', 'like')",1
"('definitely', 'like', 'genuine')",1
"('like', 'genuine', 'student')",1
"('genuine', 'student', 'essay')",1
"('student', 'essay', 'think')",1
"('essay', 'think', 'ai')",1
"('think', 'ai', 'structure')",1
"('ai', 'structure', 'introduction')",1
"('structure', 'introduction', 'better')",1
"('introduction', 'better', 'include')",1
"('better', 'include', 'outcome')",1
"('include', 'outcome', 'ultimately')",1
"('outcome', 'ultimately', 'argue')",1
"('ultimately', 'argue', 'introduction')",1
"('argue', 'introduction', 'seasonal')",1
"('introduction', 'seasonal', 'conclusion')",1
"('seasonal', 'conclusion', 'think')",1
"('conclusion', 'think', 'splitting')",1
"('think', 'splitting', 'easy')",1
"('splitting', 'easy', 'steps')",1
"('easy', 'steps', 'user')",1
"('steps', 'user', 'follow')",1
"('user', 'follow', 'let')",1
"('follow', 'let', 'dive')",1
"('let', 'dive', 'definitely')",1
"('dive', 'definitely', 'ai')",1
"('definitely', 'ai', 'use')",1
"('ai', 'use', 'llms')",1
"('use', 'llms', 'tend')",1
"('llms', 'tend', 'deliver')",1
"('tend', 'deliver', 'simple')",1
"('deliver', 'simple', 'answers')",1
"('simple', 'answers', 'likely')",1
"('answers', 'likely', 'sure')",1
"('likely', 'sure', 'ux')",1
"('sure', 'ux', 'smooth')",1
"('ux', 'smooth', 'users')",1
"('smooth', 'users', 'come')",1
"('users', 'come', 'overly')",1
"('come', 'overly', 'enthusiastic')",1
"('overly', 'enthusiastic', 'let')",1
"('enthusiastic', 'let', 'dive')",1
"('let', 'dive', 'sound')",1
"('dive', 'sound', 'human')",1
"('sound', 'human', 'think')",1
"('human', 'think', 'sounds')",1
"('think', 'sounds', 'human')",1
"('sounds', 'human', 'complexity')",1
"('human', 'complexity', 'sentences')",1
"('complexity', 'sentences', 'critical')",1
"('sentences', 'critical', 'approach')",1
"('critical', 'approach', 'hypothesis')",1
"('approach', 'hypothesis', 'statement')",1
"('hypothesis', 'statement', 'think')",1
"('statement', 'think', 'ai')",1
"('think', 'ai', 'simplify')",1
"('ai', 'simplify', 'probably')",1
"('simplify', 'probably', 'break')",1
"('probably', 'break', 'arguments')",1
"('break', 'arguments', 'different')",1
"('arguments', 'different', 'paragraphs')",1
"('different', 'paragraphs', 'probably')",1
"('paragraphs', 'probably', 'bullet')",1
"('probably', 'bullet', 'points')",1
"('bullet', 'points', 'actually')",1
"('points', 'actually', 'chose')",1
"('actually', 'chose', 'likely')",1
"('chose', 'likely', 'ai')",1
"('ai', 'generated', 'simply')",1
"('generated', 'simply', 'number')",1
"('simply', 'number', 'sounds')",1
"('number', 'sounds', 'amateurish')",1
"('sounds', 'amateurish', 'human')",1
"('amateurish', 'human', 'necessarily')",1
"('human', 'necessarily', 'generated')",1
"('necessarily', 'generated', 'ai')",1
"('generated', 'ai', 'opinion')",1
"('ai', 'opinion', 'second')",1
"('opinion', 'second', 'sound')",1
"('second', 'sound', 'definitely')",1
"('sound', 'definitely', 'like')",1
"('definitely', 'like', 'student')",1
"('like', 'student', 'writing')",1
"('student', 'writing', 'essay')",1
"('writing', 'essay', 'chose')",1
"('essay', 'chose', 'sound')",1
"('chose', 'sound', 'ai')",1
"('generated', 'written', 'person')",1
"('written', 'person', 'definitely')",1
"('person', 'definitely', 'llm')",1
"('definitely', 'llm', 'model')",1
"('llm', 'model', 'instructed')",1
"('model', 'instructed', 'write')",1
"('instructed', 'write', 'child')",1
"('write', 'child', 'like')",1
"('child', 'like', 'fashion')",1
"('like', 'fashion', 'second')",1
"('fashion', 'second', 'structured')",1
"('second', 'structured', 'written')",1
"('structured', 'written', 'fluent')",1
"('written', 'fluent', 'style')",1
"('fluent', 'style', 'sounds')",1
"('style', 'sounds', 'ai')",1
"('ai', 'generated', 'imo')",1
"('generated', 'imo', 'compared')",1
"('imo', 'compared', '1st')",1
"('compared', '1st', 'paragraph')",1
"('1st', 'paragraph', 'contains')",1
"('paragraph', 'contains', 'errors')",1
"('contains', 'errors', 'written')",1
"('errors', 'written', 'casually')",1
"('written', 'casually', 'i.e.')",1
"('casually', 'i.e.', 'sentence')",1
"('i.e.', 'sentence', 'gut')",1
"('sentence', 'gut', 'instinct')",1
"('gut', 'instinct', 'pushing')",1
"('instinct', 'pushing', 'saying')",1
"('pushing', 'saying', 'human')",1
"('saying', 'human', 'written')",1
"('human', 'written', 'surprised')",1
"('written', 'surprised', 'ai')",1
"('surprised', 'ai', 'generated')",1
"('ai', 'generated', 'dullness')",1
"('generated', 'dullness', 'words')",1
"('dullness', 'words', 'chosen')",1
"('words', 'chosen', 'dry')",1
"('chosen', 'dry', 'detached')",1
"('dry', 'detached', 'sound')",1
"('detached', 'sound', 'human')",1
"('sound', 'human', 'sounds')",1
"('written', 'human', 'reads')",1
"('human', 'reads', 'taken')",1
"('reads', 'taken', 'autobiographical')",1
"('taken', 'autobiographical', 'piece')",1
"('autobiographical', 'piece', 'sounds')",1
"('piece', 'sounds', 'human')",1
"('sounds', 'human', 'starts')",1
"('human', 'starts', 'like')",1
"('starts', 'like', 'letter')",1
"('like', 'letter', 'sent')",1
"('letter', 'sent', 'far')",1
"('sent', 'far', 'analytical')",1
"('far', 'analytical', 'written')",1
"('analytical', 'written', 'human')",1
"('written', 'human', 'certain')",1
"('human', 'certain', 'circumstances')",1
"('certain', 'circumstances', 'nt')",1
"('circumstances', 'nt', 'know')",1
"('nt', 'know', 'difficult')",1
"('know', 'difficult', 'descern')",1
"('difficult', 'descern', 'ai')",1
"('descern', 'ai', 'chance')",1
"('ai', 'chance', 'ask')",1
"('chance', 'ask', 'dream')",1
"('ask', 'dream', 'means')",1
"('dream', 'means', 'ask')",1
"('means', 'ask', 'achieve')",1
"('ask', 'achieve', 'goals')",1
"('achieve', 'goals', 'career')",1
"('goals', 'career', 'believe')",1
"('career', 'believe', 'focus')",1
"('believe', 'focus', 'merely')",1
"('focus', 'merely', 'professional')",1
"('merely', 'professional', 'money')",1
"('professional', 'money', 'instead')",1
"('money', 'instead', 'think')",1
"('instead', 'think', 'social')",1
"('think', 'social', 'function')",1
"('social', 'function', 'need')",1
"('function', 'need', 'exercise')",1
"('need', 'exercise', 'phrase')",1
"('exercise', 'phrase', 'posed')",1
"('phrase', 'posed', 'question')",1
"('posed', 'question', 'appears')",1
"('question', 'appears', 'challenge')",1
"('appears', 'challenge', 'rationality')",1
"('challenge', 'rationality', 'human')",1
"('rationality', 'human', 'behavior')",1
"('human', 'behavior', 'sounds')",1
"('behavior', 'sounds', 'unnecessarily')",1
"('sounds', 'unnecessarily', 'complex')",1
"('unnecessarily', 'complex', 'word')",1
"('complex', 'word', 'delve')",1
"('word', 'delve', 'ai')",1
"('delve', 'ai', 'frequently')",1
"('ai', 'frequently', 'humans')",1
"('frequently', 'humans', 'essay')",1
"('humans', 'essay', 'delve')",1
"('essay', 'delve', 'hobbes')",1
"('delve', 'hobbes', 'response')",1
"('hobbes', 'response', 'question')",1
"('response', 'question', 'theory')",1
"('question', 'theory', 'state')",1
"('theory', 'state', 'nature')",1
"('state', 'nature', 'basis')",1
"('nature', 'basis', 'understanding')",1
"('basis', 'understanding', 'motivations')",1
"('understanding', 'motivations', 'seemingly')",1
"('motivations', 'seemingly', 'irrational')",1
"('seemingly', 'irrational', 'actions')",1
"('irrational', 'actions', 'long')",1
"('actions', 'long', 'sentence')",1
"('long', 'sentence', 'human')",1
"('sentence', 'human', 'easier')",1
"('human', 'easier', 'read')",1
"('easier', 'read', 'easy')",1
"('read', 'easy', 'read')",1
"('easy', 'read', 'sound')",1
"('read', 'sound', 'excessively')",1
"('sound', 'excessively', 'pretentious')",1
"('excessively', 'pretentious', 'human')",1
"('pretentious', 'human', 'phrases')",1
"('human', 'phrases', 'vital')",1
"('phrases', 'vital', 'role')",1
"('vital', 'role', 'foster')",1
"('role', 'foster', 'collaboration')",1
"('foster', 'collaboration', 'prime')",1
"('collaboration', 'prime', 'example')",1
"('prime', 'example', 'delve')",1
"('example', 'delve', 'sound')",1
"('ai', 'generated', 'american')",1
"('generated', 'american', 'spelling')",1
"('american', 'spelling', 'e.g.')",1
"('spelling', 'e.g.', 'organizations')",1
"('e.g.', 'organizations', 'phrases')",1
"('organizations', 'phrases', 'like')",1
"('phrases', 'like', 'distinct')",1
"('like', 'distinct', 'divide')",1
"('distinct', 'divide', 'delve')",1
"('divide', 'delve', 'sound')",1
"('generated', 'written', 'consists')",1
"('written', 'consists', 'sentence')",1
"('consists', 'sentence', 'makes')",1
"('sentence', 'makes', 'hard')",1
"('makes', 'hard', 'read')",1
"('hard', 'read', 'human')",1
"('read', 'human', 'like')",1
"('human', 'like', 'bad')",1
"('like', 'bad', 'sound')",1
"('bad', 'sound', 'like')",1
"('sound', 'like', 'human')",1
"('like', 'human', 'heard')",1
"('human', 'heard', 'phrases')",1
"('heard', 'phrases', 'employed')",1
"('phrases', 'employed', 'look')",1
"('employed', 'look', 'feel')",1
"('look', 'feel', 'online')",1
"('feel', 'online', 'store')",1
"('online', 'store', 'key')",1
"('store', 'key', 'times')",1
"('key', 'times', 'human')",1
"('times', 'human', 'conversations')",1
"('human', 'conversations', 'sounds')",1
"('conversations', 'sounds', 'informal')",1
"('sounds', 'informal', 'sounds')",1
"('informal', 'sounds', 'pretentious')",1
"('sounds', 'pretentious', 'long')",1
"('pretentious', 'long', 'winded')",1
"('long', 'winded', 'cuts')",1
"('winded', 'cuts', 'straight')",1
"('cuts', 'straight', 'chase')",1
"('straight', 'chase', 'cites')",1
"('chase', 'cites', 'sources')",1
"('cites', 'sources', 'easier')",1
"('sources', 'easier', 'understandable')",1
"('easier', 'understandable', 'words')",1
"('understandable', 'words', 'delve')",1
"('words', 'delve', 'sentence')",1
"('delve', 'sentence', 'structured')",1
"('sentence', 'structured', 'human')",1
"('structured', 'human', 'write')",1
"('human', 'write', 'ai')",1
"('write', 'ai', 'usually')",1
"('ai', 'usually', 'generates')",1
"('usually', 'generates', 'stories')",1
"('generates', 'stories', 'extent')",1
"('stories', 'extent', 'seen')",1
"('extent', 'seen', 'transport')",1
"('seen', 'transport', 'time')",1
"('transport', 'time', 'days')",1
"('time', 'days', 'gladiators')",1
"('days', 'gladiators', 'emperors')",1
"('gladiators', 'emperors', 'spectacular')",1
"('emperors', 'spectacular', 'architecture')",1
"('spectacular', 'architecture', 'word')",1
"('architecture', 'word', 'delve')",1
"('word', 'delve', 'commonly')",1
"('delve', 'commonly', 'ai')",1
"('commonly', 'ai', 'word')",1
"('ai', 'word', 'delve')",1
"('word', 'delve', 'structured')",1
"('delve', 'structured', 'implying')",1
"('structured', 'implying', 'written')",1
"('implying', 'written', 'human')",1
"('written', 'human', 'delve')",1
"('human', 'delve', 'human')",1
"('delve', 'human', 'written')",1
"('human', 'written', 'flows')",1
"('written', 'flows', 'smoothly')",1
"('flows', 'smoothly', 'flows')",1
"('smoothly', 'flows', 'better')",1
"('flows', 'better', 'human')",1
"('better', 'human', 'referred')",1
"('human', 'referred', 'acts')",1
"('referred', 'acts', 'differently')",1
"('acts', 'differently', 'sentence')",1
"('differently', 'sentence', 'long')",1
"('sentence', 'long', 'human')",1
"('long', 'human', 'longer')",1
"('human', 'longer', 'sentences')",1
"('longer', 'sentences', 'harder')",1
"('sentences', 'harder', 'understand')",1
"('harder', 'understand', 'sure')",1
"('understand', 'sure', 'think')",1
"('sure', 'think', 'llms')",1
"('think', 'llms', 'produce')",1
"('llms', 'produce', 'fluent')",1
"('produce', 'fluent', 'humans')",1
"('fluent', 'humans', 'average')",1
"('humans', 'average', 'think')",1
"('average', 'think', 'word')",1
"('think', 'word', 'body')",1
"('word', 'body', 'mistakenly')",1
"('body', 'mistakenly', 'placed')",1
"('mistakenly', 'placed', 'beginning')",1
"('placed', 'beginning', 'sentence')",1
"('beginning', 'sentence', 'expect')",1
"('sentence', 'expect', 'human')",1
"('expect', 'human', 'heard')",1
"('human', 'heard', 'word')",1
"('heard', 'word', 'delve')",1
"('word', 'delve', 'common')",1
"('delve', 'common', 'chatgpt')",1
"('common', 'chatgpt', 'outputs')",1
"('chatgpt', 'outputs', 'thing')",1
"('outputs', 'thing', 'interesting')",1
"('thing', 'interesting', 'thing')",1
"('interesting', 'thing', 'notice')",1
"('thing', 'notice', 'use')",1
"('notice', 'use', 'overuse')",1
"('use', 'overuse', 'lists')",1
"('overuse', 'lists', 'exists')",1
"('lists', 'exists', 'lists')",1
"('exists', 'lists', 'know')",1
"('lists', 'know', 'common')",1
"('know', 'common', 'ai')",1
"('common', 'ai', 'output')",1
"('ai', 'output', 'human')",1
"('output', 'human', 'writing')",1
"('human', 'writing', 'poorly')",1
"('writing', 'poorly', 'going')",1
"('poorly', 'going', 'guess')",1
"('going', 'guess', 'ai')",1
"('guess', 'ai', 'reason')",1
"('ai', 'reason', 'like')",1
"('reason', 'like', 'word')",1
"('like', 'word', 'delve')",1
"('delve', 'makes', 'think')",1
"('makes', 'think', 'ai')",1
"('ai', 'generated', 'likewise')",1
"('generated', 'likewise', 'use')",1
"('likewise', 'use', 'numerous')",1
"('use', 'numerous', 'lists')",1
"('numerous', 'lists', 'like')",1
"('lists', 'like', 'second')",1
"('like', 'second', 'effect')",1
"('second', 'effect', 'sounds')",1
"('effect', 'sounds', 'ai')",1
"('word', 'delve', 'list')",1
"('delve', 'list', 'ai')",1
"('list', 'ai', 'generated')",1
"('word', 'delve', 'uses')",1
"('delve', 'uses', 'let')",1
"('uses', 'let', 'reminds')",1
"('let', 'reminds', 'chatbot')",1
"('reminds', 'chatbot', 'like')",1
"('chatbot', 'like', 'language')",1
"('like', 'language', 'interacting')",1
"('language', 'interacting', 'specifically')",1
"('interacting', 'specifically', 'time')",1
"('specifically', 'time', 'writing')",1
"('time', 'writing', 'chatgpt')",1
"('writing', 'chatgpt', 'uses')",1
"('chatgpt', 'uses', 'heavily')",1
"('uses', 'heavily', 'relies')",1
"('heavily', 'relies', 'use')",1
"('relies', 'use', 'list')",1
"('use', 'list', 'distinctly')",1
"('list', 'distinctly', 'human')",1
"('distinctly', 'human', 'like')",1
"('human', 'like', 'uses')",1
"('like', 'uses', 'think')",1
"('uses', 'think', 'express')",1
"('think', 'express', 'personal')",1
"('express', 'personal', 'view')",1
"('personal', 'view', 'quotes')",1
"('view', 'quotes', 'look')",1
"('quotes', 'look', 'feel')",1
"('look', 'feel', 'express')",1
"('feel', 'express', 'nuanced')",1
"('express', 'nuanced', 'view')",1
"('nuanced', 'view', 'human')",1
"('view', 'human', 'grammar')",1
"('human', 'grammar', 'mistakes')",1
"('grammar', 'mistakes', 'human')",1
"('mistakes', 'human', 'uses')",1
"('human', 'uses', 'example')",1
"('uses', 'example', 'early')",1
"('example', 'early', 'explanation')",1
"('early', 'explanation', 'human')",1
"('explanation', 'human', 'find')",1
"('human', 'find', 'easier')",1
"('find', 'easier', 'explain')",1
"('easier', 'explain', 'difficult')",1
"('explain', 'difficult', 'things')",1
"('difficult', 'things', 'examples')",1
"('things', 'examples', 'think')",1
"('examples', 'think', 'ai')",1
"('think', 'ai', 'usually')",1
"('ai', 'usually', 'explains')",1
"('usually', 'explains', 'theory')",1
"('explains', 'theory', 'examples')",1
"('theory', 'examples', 'think')",1
"('examples', 'think', 'subjective')",1
"('think', 'subjective', 'human')",1
"('subjective', 'human', 'like')",1
"('human', 'like', 'beginning')",1
"('like', 'beginning', 'says')",1
"('beginning', 'says', 'floating')",1
"('says', 'floating', 'charge')",1
"('floating', 'charge', 'useful')",1
"('charge', 'useful', 'security')",1
"('useful', 'security', 'little')",1
"('security', 'little', 'clunky')",1
"('little', 'clunky', 'debt')",1
"('clunky', 'debt', 'finance')",1
"('debt', 'finance', 'words')",1
"('finance', 'words', 'like')",1
"('words', 'like', 'delve')",1
"('like', 'delve', 'overall')",1
"('delve', 'overall', 'structure')",1
"('overall', 'structure', 'paragraph')",1
"('structure', 'paragraph', 'similar')",1
"('paragraph', 'similar', 'chatgpt')",1
"('similar', 'chatgpt', 'spits')",1
"('chatgpt', 'spits', 'language')",1
"('spits', 'language', 'day')",1
"('language', 'day', 'day')",1
"('day', 'day', 'unnecessarily')",1
"('day', 'unnecessarily', 'flashy')",1
"('unnecessarily', 'flashy', 'varying')",1
"('flashy', 'varying', 'structure')",1
"('varying', 'structure', 'use')",1
"('structure', 'use', 'word')",1
"('use', 'word', 'delve')",1
"('delve', 'makes', 'sound')",1
"('makes', 'sound', 'ai')",1
"('sound', 'ai', 'ai')",1
"('ai', 'ai', 'defaults')",1
"('ai', 'defaults', 'american')",1
"('defaults', 'american', 'english')",1
"('american', 'english', 'words')",1
"('english', 'words', 'like')",1
"('words', 'like', 'organization')",1
"('like', 'organization', 'indicator')",1
"('organization', 'indicator', 'ai')",1
"('indicator', 'ai', 'person')",1
"('ai', 'person', 'writing')",1
"('person', 'writing', 'british')",1
"('writing', 'british', 'english')",1
"('british', 'english', 'lot')",1
"('english', 'lot', 'condensed')",1
"('lot', 'condensed', 'fancy')",1
"('condensed', 'fancy', 'words')",1
"('fancy', 'words', 'sounds')",1
"('words', 'sounds', 'like')",1
"('sounds', 'like', 'typical')",1
"('like', 'typical', 'ai')",1
"('typical', 'ai', 'summary')",1
"('ai', 'summary', 'sounds')",1
"('summary', 'sounds', 'human')",1
"('sounds', 'human', 'uses')",1
"('human', 'uses', 'sophisticated')",1
"('uses', 'sophisticated', 'concise')",1
"('sophisticated', 'concise', 'summative')",1
"('concise', 'summative', 'language')",1
"('summative', 'language', 'word')",1
"('language', 'word', 'delve')",1
"('word', 'delve', 'bit')",1
"('delve', 'bit', 'ai')",1
"('bit', 'ai', 'giveaway')",1
"('ai', 'giveaway', 'essay')",1
"('giveaway', 'essay', 'aims')",1
"('essay', 'aims', 'crops')",1
"('aims', 'crops', 'ai')",1
"('crops', 'ai', 'generated')",1
"('ai', 'generated', 'work')",1
"('generated', 'work', 'sounds')",1
"('work', 'sounds', 'human')",1
"('sounds', 'human', 'word')",1
"('human', 'word', 'delve')",1
"('word', 'delve', 'typical')",1
"('delve', 'typical', 'ai')",1
"('typical', 'ai', 'word')",1
"('ai', 'word', 'use')",1
"('word', 'use', 'common')",1
"('use', 'common', 'punctuation')",1
"('common', 'punctuation', 'piece')",1
"('punctuation', 'piece', 'ai')",1
